X,Y,Color
-108.0,4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-108.0,8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-48.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-44.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-40.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-36.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-32.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-28.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-24.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-20.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-16.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,0.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,24.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-104.0,128.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-52.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-48.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-44.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-40.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-36.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-32.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-28.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-24.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-20.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-16.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,0.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,44.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-100.0,120.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-52.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-48.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-44.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-40.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-36.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-32.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-28.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-24.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-20.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-16.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,0.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-96.0,36.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-72.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-52.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-48.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-44.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-40.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-36.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-32.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-28.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-24.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-20.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-16.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,0.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-92.0,16.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-76.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-52.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-48.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-44.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-40.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-36.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-32.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-28.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-24.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,-20.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-16.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-12.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-8.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,0.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-88.0,12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,-68.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,-52.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,-48.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,-44.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-40.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-36.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-32.0,"(0.0, 0.4, 0.8, 1.0)"
-84.0,-28.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-24.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-20.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-16.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-12.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,0.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-84.0,20.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-80.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-80.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-80.0,-52.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-80.0,-48.0,"(0.6, 0.8, 1.0, 1.0)"
-80.0,-44.0,"(0.0, 0.4, 0.8, 1.0)"
-80.0,-40.0,"(0.0, 0.6, 0.0, 1.0)"
-80.0,-36.0,"(0.0, 0.6, 0.0, 1.0)"
-80.0,-32.0,"(0.0, 0.2, 0.4, 1.0)"
-80.0,-28.0,"(0.0, 0.2, 0.4, 1.0)"
-80.0,-24.0,"(0.0, 0.4, 0.8, 1.0)"
-80.0,-20.0,"(0.6, 0.8, 1.0, 1.0)"
-80.0,-16.0,"(0.6, 0.8, 1.0, 1.0)"
-80.0,-12.0,"(0.6, 0.8, 1.0, 1.0)"
-80.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-80.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-80.0,152.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-76.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-76.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-76.0,-52.0,"(0.6, 0.8, 1.0, 1.0)"
-76.0,-48.0,"(0.0, 0.2, 0.4, 1.0)"
-76.0,-44.0,"(1.0, 0.0, 0.0, 1.0)"
-76.0,-40.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-32.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-28.0,"(1.0, 0.5019607843, 0.0, 1.0)"
-76.0,-24.0,"(0.0, 0.2, 0.4, 1.0)"
-76.0,-20.0,"(0.0, 0.2, 0.4, 1.0)"
-76.0,-16.0,"(0.0, 0.4, 0.8, 1.0)"
-76.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-76.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-76.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-76.0,4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-76.0,8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-172.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-76.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-72.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-56.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-52.0,"(0.0, 0.2, 0.4, 1.0)"
-72.0,-48.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-44.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-40.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-32.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-28.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-24.0,"(0.4, 0.8, 0.0, 1.0)"
-72.0,-20.0,"(0.0, 0.2, 0.4, 1.0)"
-72.0,-16.0,"(0.6, 0.8, 1.0, 1.0)"
-72.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,-4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-72.0,28.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-68.0,-72.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-68.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-68.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-68.0,-56.0,"(0.6, 0.8, 1.0, 1.0)"
-68.0,-52.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-48.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-44.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-40.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-32.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-28.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-24.0,"(0.0, 0.6, 0.0, 1.0)"
-68.0,-20.0,"(0.0, 0.4, 0.8, 1.0)"
-68.0,-16.0,"(0.6, 0.8, 1.0, 1.0)"
-68.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-68.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-68.0,0.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-68.0,4.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-68.0,8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-64.0,-76.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-64.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-64.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-64.0,-56.0,"(0.0, 0.6, 0.0, 1.0)"
-64.0,-52.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-48.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-44.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-40.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-32.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-28.0,"(1.0, 1.0, 0.4, 1.0)"
-64.0,-24.0,"(0.0, 0.4, 0.8, 1.0)"
-64.0,-20.0,"(0.6, 0.8, 1.0, 1.0)"
-64.0,-16.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-64.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-76.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-68.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-60.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-56.0,"(0.4, 0.8, 0.0, 1.0)"
-60.0,-52.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-48.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-44.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-40.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-32.0,"(0.4, 0.8, 0.0, 1.0)"
-60.0,-28.0,"(0.0, 0.4, 0.8, 1.0)"
-60.0,-24.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-20.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-16.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-12.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-60.0,-8.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-56.0,-88.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-56.0,-68.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-56.0,-64.0,"(0.7607843137, 0.7764705882, 0.7529411765, 1.0)"
-56.0,-60.0,"(0.6, 0.8, 1.0, 1.0)"
-56.0,-56.0,"(0.0, 0.6, 0.0, 1.0)"
-56.0,-52.0,"(0.8, 0.0, 0.0, 1.0)"
-56.0,-48.0,"(0.8, 0.0, 0.0, 1.0)"
